GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
	AthEX0007020	chr3:8312275-8312391	117	chr3:8312200,8312275-8312391,8312487	C1	92.45	OK,OK,24=25=2,OK,S@47.15,3.85	88.89	VLOW,VLOW,6=26=2,B1,C1@30.22,3.78	100.00	OK,OK,18=20=0,OK,S@38.00,0.00	93.10	OK,OK,16=38=2,B1,S@52.14,3.86	85.51	OK,OK,17=42=5,B1,C1@54.73,9.27	83.87	OK,OK,18=34=5,OK,C1@47.81,9.19	68.89	LOW,LOW,15=16=7,OK,C2@26.18,11.82
	AthEX0008120	chr3:21433637-21433689	53	chr3:21434268,21433637-21433689,21433556	S	78.92	OK,OK,22=15=5,OK,S@33.15,8.85	90.47	OK,OK,23=33=3,OK,S@53.38,5.62	91.79	OK,OK,29=37=3,OK,S@63.34,5.66	68.57	LOW,LOW,13=34=11,B1,S@39.77,18.23	74.16	OK,OK,23=39=11,OK,S@54.14,18.86	77.14	OK,OK,19=34=8,OK,S@47.06,13.94	95.73	LOW,LOW,14=30=1,B1,S@43.08,1.92
	AthEX0009031	chr4:7614072-7614142	71	chr4:7613430,7614072-7614142,7614220	S	61.22	SOK,SOK,39=60=31,OK,S@79.59,50.41	83.16	OK,SOK,38=52=9,OK,S@82.33,16.67	65.69	SOK,SOK,44=76=31,OK,S@99.19,51.81	94.89	OK,OK,25=50=2,B1,S@73.07,3.93	78.51	SOK,SOK,52=81=18,OK,S@118.55,32.45	71.94	SOK,SOK,55=85=27,OK,S@120.14,46.86	82.68	SOK,SOK,62=83=15,OK,S@132.29,27.71
	AthEX0009524	chr4:11628921-11629246	326	chr4:11630638,11628921-11629246,11627548	S	69.11	SOK,SOK,2=115=26,B2,C1@98.83,44.17	65.16	SOK,SOK,1=134=36,B2,C1@111.42,59.58	58.64	SOK,SOK,2=200=71,B2,C1@160.09,112.91	47.09	SOK,SOK,1=83=47,B2,C1@61.69,69.31	51.69	SOK,SOK,6=514=242,B2,C1@393.88,368.12	70.25	SOK,SOK,3=135=29,B2,C1@117.32,49.68	53.15	SOK,SOK,7=127=58,B2,C1@102.05,89.95
AFC2	AthEX0014916	chr4:12755972-12756046	75	chr4:12756145,12755932+12755972-12756046,12755782	C2	57.64	SOK,SOK,117=0=43,B3,C2@92.22,67.78	64.88	SOK,SOK,133=0=36,B3,C2@109.65,59.35	65.62	SOK,SOK,126=0=33,B3,C2@104.34,54.66	69.95	SOK,SOK,149=0=32,B3,C1@126.61,54.39	76.68	SOK,SOK,171=0=26,B3,C1@151.06,45.94	64.71	SOK,SOK,143=0=39,B3,C2@117.77,64.23	73.49	SOK,SOK,122=0=22,B3,C1@105.83,38.17
ATX4	AthEX0016938	chr4:13896239-13896307	69	chr4:13896141,13896239-13896307,13896402	S	100.00	LOW,LOW,13=17=0,OK,S@30.00,0.00	100.00	VLOW,VLOW,9=16=0,OK,S@25.00,0.00	100.00	VLOW,VLOW,11=7=0,OK,S@18.00,0.00	100.00	LOW,LOW,14=16=0,OK,S@30.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	VLOW,VLOW,8=16=0,B1,S@24.00,0.00	79.08	VLOW,VLOW,11=12=3,OK,S@20.56,5.44
CBP60F	AthEX0018169	chr4:15103726-15103801	76	chr4:15103499,15103726-15103801,15103902	S	100.00	VLOW,VLOW,12=10=0,OK,S@22.00,0.00	100.00	OK,OK,27=30=0,OK,S@57.00,0.00	100.00	LOW,LOW,18=11=0,OK,S@29.00,0.00	100.00	VLOW,VLOW,7=13=0,OK,S@20.00,0.00	100.00	OK,OK,21=15=0,OK,S@36.00,0.00	93.44	OK,OK,30=27=2,OK,S@55.13,3.87	84.62	VLOW,VLOW,10=12=2,OK,S@20.31,3.69
	AthEX0010550	chr4:18268508-18268678	171	chr4:18268392,18268508-18268678,18268710	C3	93.37	SOK,SOK,72=123=1,OK,C3@183.01,12.99	100.00	SOK,SOK,47=112=0,B1,C3@159.00,0.00	100.00	SOK,SOK,102=173=0,OK,C3@275.00,0.00	70.80	SOK,SOK,89=146=4,OK,C3@169.21,69.79	75.45	OK,SOK,36=49=2,OK,C3@65.64,21.36	59.56	SOK,SOK,85=129=9,OK,C3@132.82,90.18	68.51	SOK,SOK,89=152=5,OK,C3@168.53,77.47
	AthEX0012269	chr5:13085718-13085788	71	chr5:13085312,13085718-13085788,13086096	S	100.00	LOW,LOW,26=14=0,OK,C2@40.00,0.00	95.96	SOK,SOK,136=52=4,B1,C1@184.24,7.76	87.93	SOK,SOK,73=28=7,B1,C1@94.96,13.04	92.02	OK,OK,55=36=4,OK,C2@87.42,7.58	82.36	SOK,SOK,127=58=20,B1,C1@168.84,36.16	91.95	SOK,SOK,110=48=7,B1,C1@151.72,13.28	80.77	SOK,SOK,102=56=19,OK,C2@142.96,34.04
	AthEX0012270	chr5:13086096-13086183	88	chr5:13085788,13086096-13086183,13086411	S	15.87	VLOW,VLOW,4=0=10,Bn,S@2.22,11.78	25.25	OK,OK,21=4=35,B2,C1@15.15,44.85	30.94	LOW,LOW,17=0=18,B3,C1@10.83,24.17	30.99	OK,OK,19=1=21,B2,C1@12.71,28.29	37.93	OK,OK,43=2=35,B2,C2@30.34,49.66	30.56	OK,OK,25=3=30,B2,C1@17.72,40.28	34.70	OK,OK,39=1=36,B2,C2@26.37,49.63
	AthEX0013200	chr5:21163579-21163648	70	chr5:21162208,21163579-21163648,21163727	C1	15.78	LOW,LOW,4=3=19,OK,S@4.10,21.90	54.41	LOW,LOW,14=19=14,OK,S@25.57,21.43	43.43	OK,OK,35=24=39,OK,S@42.56,55.44	34.55	OK,OK,28=20=46,OK,C1@32.48,61.52	37.86	OK,OK,17=24=34,OK,S@28.39,46.60	50.00	N,N,4=8=6,OK,C1@9.00,9.00	31.80	OK,OK,16=19=38,OK,S@23.21,49.79
	AthEX0013326	chr5:21995309-21995399	91	chr5:21995637,21995309-21995399,21995043	S	64.18	OK,OK,28=15=12,OK,S@35.30,19.70	84.42	OK,OK,46=19=6,B1,S@59.94,11.06	85.45	OK,OK,25=22=4,OK,C1@43.58,7.42	92.77	OK,OK,56=21=3,B1,S@74.22,5.78	97.41	OK,OK,56=18=1,B1,C1@73.06,1.94	100.00	LOW,LOW,53=10=0,B2,S@63.00,0.00	94.87	LOW,LOW,27=10=1,B1,S@36.05,1.95
DPE1	AthEX0020267	chr5:25928302-25928352	51	chr5:25928423,25928302-25928352,25928216	S	84.99	SOK,SOK,123=73=1,OK,C1@167.43,29.57	100.00	SOK,SOK,87=63=0,OK,S@150.00,0.00	100.00	SOK,SOK,113=50=0,B1,S@163.00,0.00	100.00	SOK,SOK,138=110=0,OK,S@248.00,0.00	94.41	SOK,SOK,180=112=1,OK,S@276.62,16.38	100.00	SOK,SOK,181=133=0,OK,S@314.00,0.00	100.00	SOK,SOK,117=98=0,OK,S@215.00,0.00
LHY	AthALTA0033328-1/2	chr1:34401-35471	0	chr1:35567,34401-35471+35474	Alt3	21.70	LOW,LOW,100.00,7=33=0,S@7.16,25.84	39.02	OK,OK,100.00,23=60=0,S@23.41,36.59	45.16	LOW,LOW,100.00,16=36=0,S@16.26,19.74	45.88	LOW,LOW,100.00,14=31=0,S@14.22,16.78	46.88	LOW,LOW,100.00,12=26=0,S@12.19,13.81	26.65	VLOW,VLOW,100.00,6=23=0,S@6.13,16.87	48.09	VLOW,VLOW,100.00,9=19=0,S@9.14,9.86
BHLH13	AthALTA0024597-1/2	chr1:109413-	0	chr1:109330,109413+109406-	Alt3	24.14	LOW,LOW,100.00,7=29=0,S@7.00,22.00	26.32	LOW,LOW,100.00,10=38=0,S@10.00,28.00	25.00	LOW,LOW,100.00,7=28=0,S@7.00,21.00	26.32	OK,OK,100.00,15=57=0,S@15.00,42.00	15.00	OK,OK,100.00,6=40=0,S@6.00,34.00	34.15	OK,OK,100.00,14=41=0,S@14.00,27.00	51.16	OK,OK,100.00,22=43=0,S@22.00,21.00
ATPRD3	AthALTA0023544-2/3	chr1:249540-249693	3	chr1:249306,249543+249540+249489-249693	Alt3	20.77	LOW,LOW,100.00,7=33=0,S@6.85,26.15	43.27	LOW,LOW,100.00,14=32=0,S@13.85,18.15	19.65	VLOW,VLOW,100.00,4=20=0,S@3.93,16.07	49.49	VLOW,VLOW,100.00,10=20=0,S@9.90,10.10	40.51	LOW,LOW,100.00,14=34=0,S@13.77,20.23	36.03	LOW,LOW,100.00,11=30=0,S@10.81,19.19	64.04	LOW,LOW,100.00,22=34=0,S@21.77,12.23
ATPRD3	AthALTA0023548-2/3	chr1:250017-250151	5	chr1:249930,250022+250017+250014-250151	Alt3	33.33	VLOW,VLOW,100.00,7=21=0,S@7.00,14.00	45.45	VLOW,VLOW,100.00,10=22=0,S@10.00,12.00	44.44	VLOW,VLOW,100.00,8=18=0,S@8.00,10.00	69.23	LOW,LOW,100.00,18=26=0,S@18.00,8.00	55.00	VLOW,VLOW,100.00,11=20=0,S@11.00,9.00	52.63	VLOW,VLOW,100.00,10=19=0,S@10.00,9.00	50.00	VLOW,VLOW,100.00,10=20=0,S@10.00,10.00
	AthALTA0000055-2/2	chr1:274171-274289	40	chr1:274384,274171-274249+274289	Alt3	66.67	LOW,LOW,100.00,22=33=0,S@22.00,11.00	75.00	VLOW,VLOW,100.00,15=20=0,S@15.00,5.00	85.71	LOW,LOW,100.00,24=28=0,S@24.00,4.00	66.67	LOW,LOW,100.00,18=27=0,S@18.00,9.00	81.25	LOW,LOW,100.00,26=32=0,S@26.00,6.00	56.41	LOW,LOW,100.00,22=39=0,S@22.00,17.00	90.63	LOW,LOW,100.00,29=32=0,S@29.00,3.00
	AthALTA0000058-2/2	chr1:272445-272555	24	chr1:272651,272445-272531+272555	Alt3	42.42	OK,OK,100.00,28=66=0,S@28.00,38.00	83.78	LOW,LOW,100.00,31=37=0,S@31.00,6.00	43.18	OK,OK,100.00,19=44=0,S@19.00,25.00	66.67	OK,OK,100.00,28=42=0,S@28.00,14.00	56.86	OK,OK,100.00,29=51=0,S@29.00,22.00	64.94	OK,OK,100.00,50=77=0,S@50.00,27.00	65.52	OK,OK,100.00,38=58=0,S@38.00,20.00
SR34	AthALTA0042862-3/3	chr1:626913-627004	13	chr1:626828,626926+626917+626913-626999	Alt3	75.54	OK,OK,100.00,60=80=0,S@60.43,19.57	83.08	OK,OK,100.00,62=75=0,S@62.31,12.69	76.39	OK,OK,100.00,44=58=0,S@44.31,13.69	81.74	SOK,SOK,100.00,87=107=0,S@87.46,19.54	79.27	OK,SOK,100.00,78=99=0,S@78.48,20.52	86.23	OK,OK,100.00,73=85=0,S@73.30,11.70	91.15	OK,OK,100.00,70=77=0,S@70.19,6.81
	AthALTA0000198-4/4	chr1:774224-774539	23	chr1:774153,774247+774234+774231+774224-774539	Alt3	9.52	VLOW,VLOW,100.00,2=21=0,S@2.00,19.00	28.00	LOW,LOW,100.00,7=25=0,S@7.00,18.00	36.00	LOW,LOW,100.00,9=25=0,S@9.00,16.00	30.43	VLOW,VLOW,100.00,7=23=0,S@7.00,16.00	17.39	VLOW,VLOW,100.00,4=23=0,S@4.00,19.00	45.83	VLOW,VLOW,100.00,11=24=0,S@11.00,13.00	25.93	LOW,LOW,100.00,7=27=0,S@7.00,20.00
	AthALTA0000224-4/5	chr1:833694-833956	91	chr1:833570,833785+833779+833717+833694+833680-833956	Alt3	77.78	OK,OK,100.00,33=43=0,S@33.45,9.55	96.37	LOW,LOW,100.00,25=26=0,S@25.06,0.94	97.64	OK,OK,100.00,39=40=0,S@39.06,0.94	97.30	LOW,LOW,100.00,34=35=0,S@34.05,0.95	96.17	OK,OK,100.00,71=74=0,S@71.17,2.83	97.99	OK,OK,100.00,46=47=0,S@46.06,0.94	100.00	OK,OK,100.00,47=47=0,S@47.00,0.00
PSAT	AthALTA0038916-1/2	chr1:1034122-1034338	0	chr1:1034702,1034122-1034338+1034345	Alt3	65.38	LOW,LOW,100.00,17=26=0,S@17.00,9.00	80.00	VLOW,VLOW,100.00,12=15=0,S@12.00,3.00	75.00	N,N,100.00,9=12=0,S@9.00,3.00	47.06	LOW,LOW,100.00,16=34=0,S@16.00,18.00	60.00	LOW,LOW,97.22,21=35=1,S@21.00,14.00	45.45	LOW,LOW,100.00,15=33=0,S@15.00,18.00	84.21	VLOW,VLOW,100.00,16=19=0,S@16.00,3.00
	AthALTA0000310-1/2	chr1:1182081-1182376	0	chr1:1182454,1182081-1182376+1182380	Alt3	62.96	LOW,LOW,100.00,17=27=0,S@17.00,10.00	52.94	LOW,LOW,100.00,18=34=0,S@18.00,16.00	85.19	LOW,LOW,100.00,23=27=0,S@23.00,4.00	90.62	LOW,LOW,100.00,29=32=0,S@29.00,3.00	75.00	OK,OK,100.00,33=44=0,S@33.00,11.00	73.85	OK,OK,100.00,48=65=0,S@48.00,17.00	83.67	OK,OK,96.08,41=49=2,S@41.00,8.00
KAO1	AthALTA0032736-3/4	chr1:1489590-1489944	196	chr1:1490730,1489590-1489748+1489838+1489944+1489953	Alt3	7.09	OK,OK,100.00,4=58=0,S@4.11,53.89	6.70	OK,OK,100.00,3=46=0,S@3.08,42.92	0.00	N,N,100.00,0=12=0,S@0.00,12.00	12.62	OK,OK,100.00,8=65=0,S@8.20,56.80	13.45	OK,OK,100.00,8=61=0,S@8.20,52.80	16.76	OK,OK,100.00,9=55=0,S@9.22,45.78	23.60	OK,OK,100.00,15=65=0,S@15.34,49.66
HDG2	AthALTA0031565-1/2	chr1:1518181-1518222	0	chr1:1518570,1518181-1518222+1518226	Alt3	4.35	VLOW,VLOW,79.31,1=23=6,S@1.00,22.00	16.13	LOW,LOW,91.18,5=31=3,S@5.00,26.00	16.67	LOW,LOW,81.08,5=30=7,S@5.00,25.00	20.00	VLOW,VLOW,58.82,4=20=14,S@4.00,16.00	21.05	LOW,LOW,71.70,8=38=15,C1@8.00,30.00	22.22	LOW,LOW,84.38,6=27=5,S@6.00,21.00	31.58	VLOW,VLOW,73.08,6=19=7,S@6.00,13.00
	AthALTA0000404-2/3	chr1:1554813-1554900	9	chr1:1553759,1554822+1554813+1554799-1554900	Alt3	61.57	OK,OK,100.00,26=40=0,C2@24.63,15.37	59.78	LOW,OK,100.00,23=38=0,C2@22.72,15.28	76.50	OK,OK,100.00,49=64=0,C1@48.96,15.04	86.04	LOW,LOW,100.00,32=37=0,C2@31.83,5.17	69.38	OK,OK,100.00,30=43=0,C2@29.83,13.17	72.24	LOW,LOW,100.00,20=28=0,C2@20.23,7.77	78.10	OK,OK,100.00,38=48=0,C2@37.49,10.51
	AthALTA0000574-2/2	chr1:-2111605	3	chr1:2111761,-2111602+2111605	Alt3	45.00	VLOW,VLOW,100.00,9=20=0,S@9.00,11.00	60.71	LOW,LOW,100.00,17=28=0,S@17.00,11.00	46.51	OK,OK,100.00,20=43=0,S@20.00,23.00	61.11	LOW,LOW,100.00,22=36=0,S@22.00,14.00	38.24	LOW,LOW,100.00,13=34=0,S@13.00,21.00	61.36	OK,OK,100.00,27=44=0,S@27.00,17.00	70.83	VLOW,VLOW,100.00,17=24=0,S@17.00,7.00
TRFL7	AthALTA0044684-1/2	chr1:2122462-2122621	0	chr1:2122074,2122462+2122437-2122621	Alt3	17.39	OK,OK,100.00,8=46=0,S@8.00,38.00	42.31	LOW,LOW,100.00,11=26=0,S@11.00,15.00	39.53	OK,OK,100.00,17=43=0,S@17.00,26.00	28.57	LOW,LOW,100.00,10=35=0,S@10.00,25.00	39.22	OK,OK,100.00,20=51=0,S@20.00,31.00	40.00	OK,OK,100.00,20=50=0,S@20.00,30.00	35.71	LOW,LOW,100.00,10=28=0,S@10.00,18.00
	AthALTA0000607-1/2	chr1:2218202-2218552	0	chr1:2218669,2218202-2218552+2218556	Alt3	63.16	LOW,LOW,100.00,24=38=0,S@24.00,14.00	81.36	OK,OK,100.00,48=59=0,S@48.00,11.00	72.73	OK,OK,100.00,40=55=0,S@40.00,15.00	83.33	OK,OK,100.00,35=42=0,S@35.00,7.00	66.20	OK,OK,100.00,47=71=0,S@47.00,24.00	67.80	OK,OK,100.00,40=59=0,S@40.00,19.00	82.00	OK,OK,100.00,41=50=0,S@41.00,9.00
AGD14	AthALTA0021164-2/2	chr1:2766506-2766643	3	chr1:2766175,2766509+2766506-2766643	Alt3	59.54	SOK,SOK,100.00,78=131=0,S@78.00,53.00	75.00	SOK,SOK,100.00,81=108=0,S@81.00,27.00	85.87	OK,OK,100.00,79=92=0,S@79.00,13.00	68.57	SOK,SOK,100.00,96=140=0,S@96.00,44.00	71.26	SOK,SOK,100.00,124=174=0,S@123.99,50.01	72.50	SOK,SOK,100.00,87=120=0,S@87.00,33.00	77.56	SOK,SOK,100.00,121=156=0,S@120.99,35.01
emb2411	AthALTA0047020-2/2	chr1:2831980-2832147	34	chr1:2832273,2831980-2832113+2832147	Alt3	83.33	VLOW,VLOW,100.00,15=18=0,S@15.00,3.00	92.31	LOW,LOW,100.00,24=26=0,S@24.00,2.00	75.00	N,N,100.00,6=8=0,S@6.00,2.00	86.67	VLOW,VLOW,100.00,13=15=0,S@13.00,2.00	100.00	VLOW,VLOW,100.00,18=18=0,S@18.00,0.00	87.50	VLOW,VLOW,100.00,21=24=0,S@21.00,3.00	100.00	VLOW,VLOW,100.00,21=21=0,S@21.00,0.00
	AthALTA0000753-4/4	chr1:3046822-3047432	23	chr1:3047718,3046822-3047409+3047412+3047417+3047432	Alt3	0.00	LOW,LOW,100.00,0=25=0,S@0.00,25.00	0.00	N,N,100.00,0=9=0,S@0.00,9.00	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	0.00	VLOW,VLOW,100.00,0=15=0,C1@0.00,15.00	8.12	N,N,100.00,1=13=0,S@1.06,11.94	18.52	VLOW,VLOW,100.00,3=17=0,S@3.15,13.85
	AthALTA0000823-3/3	chr1:3281440-3281617	65	chr1:3281317,3281505+3281447+3281440-3281617	Alt3	55.56	VLOW,VLOW,100.00,10=18=0,S@10.00,8.00	65.00	VLOW,VLOW,100.00,13=20=0,S@13.00,7.00	58.33	N,N,100.00,7=12=0,S@7.00,5.00	60.00	VLOW,VLOW,100.00,12=20=0,S@12.00,8.00	57.89	VLOW,VLOW,100.00,11=19=0,S@11.00,8.00	70.00	LOW,LOW,100.00,21=30=0,S@21.00,9.00	75.86	LOW,LOW,100.00,22=29=0,S@22.00,7.00
	AthALTA0000852-2/2	chr1:3453560-3453693	5	chr1:3453264,3453565+3453560-3453693	Alt3	33.33	VLOW,VLOW,100.00,6=18=0,C1@6.00,12.00	79.17	VLOW,VLOW,100.00,19=24=0,C2@19.00,5.00	22.58	LOW,LOW,100.00,7=31=0,C2@7.00,24.00	61.11	VLOW,VLOW,100.00,11=18=0,C1@11.00,7.00	64.52	LOW,LOW,100.00,20=31=0,C1@20.00,11.00	31.58	VLOW,VLOW,100.00,6=19=0,C1@6.00,13.00	60.00	VLOW,VLOW,100.00,12=20=0,S@12.00,8.00
ULP1C	AthALTA0045366-1/2	chr1:3488332-3488377	0	chr1:3487974,3488332+3488329-3488377	Alt3	19.34	LOW,LOW,100.00,6=31=0,S@6.00,25.00	39.13	VLOW,VLOW,100.00,9=23=0,S@9.00,14.00	41.50	LOW,LOW,100.00,12=29=0,C1@12.04,16.96	61.29	LOW,LOW,100.00,19=31=0,S@19.00,12.00	64.86	LOW,LOW,100.00,24=37=0,S@24.00,13.00	76.47	LOW,LOW,100.00,26=34=0,S@26.00,8.00	46.44	LOW,LOW,100.00,13=28=0,C1@13.00,15.00
	AthALTA0001064-1/2	chr1:4401616-4401687	0	chr1:4401779,4401616-4401687+4401695	Alt3	12.50	OK,OK,100.00,5=40=0,C1@5.00,35.00	18.52	LOW,LOW,100.00,5=27=0,C2@5.00,22.00	25.00	LOW,LOW,100.00,9=36=0,C2@9.00,27.00	9.80	OK,OK,100.00,5=51=0,C1@5.00,46.00	14.89	OK,OK,100.00,7=47=0,C1@7.00,40.00	18.84	OK,OK,100.00,13=69=0,C1@13.00,56.00	41.46	OK,OK,100.00,17=41=0,C2@17.00,24.00
ARP3	AthALTA0022661-2/2	chr1:4496367-4496513	13	chr1:4495994,4496380+4496367-4496513	Alt3	54.55	LOW,LOW,100.00,18=33=0,S@18.00,15.00	92.11	LOW,LOW,100.00,35=38=0,S@35.00,3.00	84.62	LOW,LOW,100.00,33=39=0,S@33.00,6.00	88.52	OK,OK,100.00,54=61=0,S@54.00,7.00	92.31	LOW,LOW,100.00,36=39=0,S@36.00,3.00	71.43	OK,OK,100.00,35=49=0,S@35.00,14.00	92.59	LOW,LOW,100.00,25=27=0,S@25.00,2.00
	AthALTA0001125-2/2	chr1:4759560-4759754	3	chr1:4759455,4759563+4759560-4759754	Alt3	61.29	LOW,LOW,100.00,19=31=0,S@19.00,12.00	75.00	VLOW,VLOW,100.00,18=24=0,S@18.00,6.00	60.00	VLOW,VLOW,100.00,9=15=0,S@9.00,6.00	86.11	LOW,LOW,100.00,31=36=0,S@31.00,5.00	85.37	OK,OK,97.62,35=41=1,S@35.00,6.00	70.59	LOW,LOW,100.00,24=34=0,S@24.00,10.00	83.33	LOW,LOW,100.00,25=30=0,S@25.00,5.00
	AthALTA0001145-2/2	chr1:4848189-	5	chr1:4848092,4848194+4848189-	Alt3	76.47	LOW,LOW,100.00,26=34=0,S@26.00,8.00	92.68	OK,OK,100.00,38=41=0,S@38.00,3.00	88.10	OK,OK,100.00,37=42=0,S@37.00,5.00	96.77	LOW,LOW,100.00,30=31=0,S@30.00,1.00	79.07	OK,OK,100.00,68=86=0,S@68.00,18.00	72.00	LOW,LOW,100.00,18=25=0,S@18.00,7.00	94.55	OK,OK,100.00,52=55=0,S@52.00,3.00
NHX8	AthALTA0035580-3/3	chr1:5033768-5033886	27	chr1:5033964,5033768-5033859+5033875+5033886	Alt3	0.00	LOW,LOW,100.00,0=34=0,S@0.00,34.00	10.71	LOW,LOW,100.00,3=28=0,S@3.00,25.00	0.00	VLOW,VLOW,100.00,0=23=0,S@0.00,23.00	8.00	LOW,LOW,100.00,2=25=0,S@2.00,23.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	20.83	VLOW,VLOW,100.00,5=24=0,S@5.00,19.00	17.65	VLOW,VLOW,100.00,3=17=0,S@3.00,14.00
	AthALTA0001332-2/2	chr1:-5501646	3	chr1:5501736,-5501643+5501646	Alt3	66.67	VLOW,VLOW,100.00,10=15=0,S@10.00,5.00	86.36	VLOW,VLOW,100.00,19=22=0,S@19.00,3.00	50.00	N,N,100.00,2=4=0,S@2.00,2.00	91.67	N,N,100.00,11=12=0,S@11.00,1.00	92.86	N,N,100.00,13=14=0,S@13.00,1.00	66.67	VLOW,VLOW,100.00,10=15=0,S@10.00,5.00	87.50	VLOW,VLOW,100.00,14=16=0,S@14.00,2.00
ABA3	AthALTA0020284-3/4	chr1:5660449-5660706	38	chr1:5660348,5660487+5660480+5660449+5660445-5660706	Alt3	84.13	VLOW,LOW,100.00,20=24=0,S@20.19,3.81	76.09	N,N,100.00,9=12=0,S@9.13,2.87	92.72	N,N,100.00,12=13=0,S@12.05,0.95	100.00	N,N,100.00,9=9=0,S@9.00,0.00	87.33	OK,OK,100.00,39=45=0,S@39.30,5.70	91.38	VLOW,VLOW,100.00,20=22=0,S@20.10,1.90	100.00	VLOW,VLOW,100.00,17=17=0,S@17.00,0.00
	AthALTA0001411-2/2	chr1:5756140-5756297	3	chr1:5755672,5756143+5756140-5756297	Alt3	11.02	VLOW,VLOW,100.00,2=17=0,C1@1.87,15.13	29.34	LOW,LOW,97.15,10=32=1,S@9.39,22.61	12.79	VLOW,LOW,100.00,3=22=0,C1@2.81,19.19	24.94	OK,OK,100.00,11=41=0,S@10.23,30.77	14.15	LOW,OK,100.00,6=39=0,S@5.52,33.48	14.26	VLOW,VLOW,100.00,3=19=0,C1@2.71,16.29	26.44	LOW,OK,100.00,10=35=0,S@9.25,25.75
IQD7	AthALTA0032487-1/2	chr1:6007735-6007992	0	chr1:6008070,6007735-6007992+6007995	Alt3	0.00	VLOW,VLOW,100.00,0=16=0,S@0.00,16.00	15.79	VLOW,VLOW,100.00,3=19=0,S@3.00,16.00	6.67	LOW,LOW,100.00,2=30=0,S@2.00,28.00	12.50	LOW,LOW,100.00,4=32=0,S@4.00,28.00	16.00	LOW,LOW,100.00,4=25=0,S@4.00,21.00	25.00	LOW,LOW,100.00,7=28=0,S@7.00,21.00	23.53	VLOW,VLOW,100.00,4=17=0,S@4.00,13.00
	AthALTA0001529-2/3	chr1:6225879-6226015	21	chr1:6225788,6225900+6225879+6225866-6226015	Alt3	18.18	VLOW,LOW,100.00,4=22=0,S@4.00,18.00	5.88	LOW,LOW,100.00,2=34=0,S@2.00,32.00	12.82	LOW,OK,100.00,5=39=0,S@5.00,34.00	12.00	LOW,LOW,100.00,3=25=0,S@3.00,22.00	26.09	VLOW,LOW,100.00,6=23=0,S@6.00,17.00	26.92	LOW,LOW,100.00,7=26=0,S@7.00,19.00	39.29	LOW,LOW,100.00,11=28=0,S@11.00,17.00
	AthALTA0001553-2/2	chr1:6286299-6286469	4	chr1:6286591,6286299-6286465+6286469	Alt3	77.97	OK,OK,100.00,46=59=0,S@46.00,13.00	95.35	OK,OK,100.00,41=43=0,S@41.00,2.00	97.14	LOW,LOW,100.00,34=35=0,S@34.00,1.00	78.57	OK,OK,100.00,44=56=0,S@44.00,12.00	93.02	OK,OK,100.00,40=43=0,S@40.00,3.00	89.47	OK,OK,100.00,51=57=0,S@51.00,6.00	97.67	OK,OK,100.00,42=43=0,S@42.00,1.00
	AthALTA0001565-2/2	chr1:6309394-6309457	3	chr1:6309588,6309394-6309454+6309457	Alt3	11.25	LOW,OK,100.00,5=37=0,C2@4.16,32.84	18.75	VLOW,VLOW,100.00,3=16=0,S@3.00,13.00	19.47	OK,OK,100.00,8=41=0,S@7.98,33.02	12.90	LOW,LOW,100.00,4=31=0,S@4.00,27.00	18.44	LOW,OK,100.00,7=38=0,C1@7.01,30.99	38.56	OK,OK,100.00,17=50=0,C1@19.28,30.72	29.18	LOW,LOW,100.00,7=33=0,C1@9.63,23.37
	AthALTA0001783-2/2	chr1:7186715-7187134	13	chr1:7187302,7186715-7187121+7187134	Alt3	16.00	LOW,LOW,100.00,4=25=0,S@4.00,21.00	23.08	LOW,LOW,100.00,6=26=0,S@6.00,20.00	57.69	LOW,LOW,100.00,15=26=0,S@15.00,11.00	7.14	OK,OK,100.00,3=42=0,S@3.00,39.00	21.05	LOW,LOW,100.00,8=38=0,S@8.00,30.00	28.00	LOW,LOW,100.00,7=25=0,S@7.00,18.00	51.72	LOW,LOW,100.00,15=29=0,S@15.00,14.00
SCL1	AthALTA0041568-1/2	chr1:7509717-	0	chr1:7509175,7509717+7509711-	Alt3	23.40	OK,OK,100.00,22=94=0,S@22.00,72.00	42.86	OK,OK,100.00,30=70=0,S@30.00,40.00	27.45	SOK,SOK,100.00,28=102=0,S@28.00,74.00	31.67	SOK,SOK,100.00,38=120=0,S@38.00,82.00	23.97	SOK,SOK,100.00,29=121=0,S@29.00,92.00	25.84	OK,OK,100.00,23=89=0,S@23.00,66.00	38.46	OK,OK,100.00,35=91=0,S@35.00,56.00
